           1   0.242408292826506     
   2   0.0D0
           3  -0.162683350691532     
           4    1.38092472558595     
   5   0.0D0
   6   0.0D0
           7   -67.2829389568145     
   8   0.0D0
           9   0.625057580755179     
          10   -21.2229227815693     
          11    81.8424235648693     
          12   -1.59406444547912     
  13   0.0D0
  14   0.0D0
          15    28.6950512789644     
          16   -44.3370250373270     
          17    1.92540008303069     
          18   -32.7614200872551     
  19   0.0D0
  20   0.0D0
          21    30.9810098813807     
          22    2.46955572958185     
          23  -0.725462987197141     
          24    10.1525038212526     
          25   -1.90196616618343     
          26    5.45706235080812     
  27   0.0D0
          28   -40.5376417191367     
  29   0.0D0
  30   0.0D0
          31    485.065273169753     
          32  -0.661657744698137     
  33   0.0D0
  34   0.0D0
          35    242.206192927009     
  36   0.0D0
          37   -99.0388993875343     
  38   0.0D0
  39   0.0D0
          40   -59.5815563506284     
  41   0.0D0
  42   0.0D0
  43   0.0D0
  44   0.0D0
  45   0.0D0
  46   0.0D0
  47   0.0D0
  48   0.0D0
  49   0.0D0
          50  -0.412678780636594D-001
          51   0.193288071168756D-001
          52  -0.338020294958017     
  53   0.0D0
          54   0.426735015911910D-001
          55    4.14522615601883     
          56  -0.296587329276653D-002
  57   0.0D0
          58    1.39697497853107     
          59   -3.80140519885645     
          60   0.662202508439582D-001
  61   0.0D0
          62   -16.8888941636379     
          63   -2.49300473562086     
          64    3.14339757137651     
  65   0.0D0
          66    2.79586652877114     
  67   0.0D0
  68   0.0D0
  69   0.0D0
  70   0.0D0
  71   0.0D0
          72  -0.502708980699711     
          73   0.788987974218570     
          74   -3.67121085194744     
          75    1.12604294979204     
  76   0.0D0
  77   0.0D0
          78   -10.1089172644722     
  79   0.0D0
  80   0.0D0
  81   0.0D0
  82   0.0D0
  83   0.0D0
  84   0.0D0
  85   0.0D0
  86   0.0D0
  87   0.0D0
  88   0.0D0
  89   0.0D0
  90   0.0D0
  91   0.0D0
  92   0.0D0
  93   0.0D0
  94   0.0D0
  95   0.0D0
          96    16.6503495528290     
          97    1.73695617448715     
          98   0.966200843424027     
          99    5.65834170020827     
         100    5.29304128387387     
         101   -11.4549171718081     
         102   0.139613287266584     
         103   -8.04750349624935     
 104   0.0D0
         105   0.189614646216723     
 106   0.0D0
         107    1.62690371649145     
 108   0.0D0
         109  -0.767143070769565     
         110   0.211473310430416     
 111   0.0D0
 112   0.0D0
         113   -1.00267947284134     
         114   -9.04072091429964     
         115   -8.95367746525623     
         116   0.162511478870270     
         117   0.115510808985452     
